Items.BonesMcCoy70V0	BOUNCE BACK MK.1	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VCommonPlus	BOUNCE BACK MK.1+	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VUncommon	BOUNCE BACK MK.2	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VUncommonPlus	BOUNCE BACK MK.2+	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70V1	BOUNCE BACK MK.3	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VRarePlus	BOUNCE BACK MK.3+	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VEpic	BOUNCE BACK MK.4	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VEpicPlus	BOUNCE BACK MK.4+	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70V2	BOUNCE BACK MK.5	CONSUMABLES - MEDS	MISC
Items.BonesMcCoy70VLegendaryPlus	BOUNCE BACK MK.5+	CONSUMABLES - MEDS	MISC
TEST.InstantFullHealInhaler	DEBUG Inhaler left by CDPR without cooldown - they might remove it with an update	CONSUMABLES - MEDS	MISC
TEST.OverPoweredInhaler	DEBUG Inhaler left by CDPR without cooldown - they might remove it with an update	CONSUMABLES - MEDS	MISC
Items.Blackmarket_HealthBooster	+ 100 ASSKICK	CONSUMABLES - BUFFS	MISC
Items.BlackLaceV0	+ 100 BLACK LACE MK.1	CONSUMABLES - BUFFS	MISC
Items.BlackLaceV1	+ 100 BLACK LACE MK.2	CONSUMABLES - BUFFS	MISC
Items.NetrunnerFood1	+ 100 BZZZZT! ENERGY DRINK (RECALLED)	CONSUMABLES - BUFFS	MISC
Items.CarryCapacityBooster	+ 100 CAPACITY BOOSTER	CONSUMABLES - BUFFS	MISC
Items.HealthFood1	+ 100 COMRADE KOLYA'S PREMIUM BLACK CAVIAR	CONSUMABLES - BUFFS	MISC
Items.CombatFood2	+ 100 CREATINE-LOADED PROTEIN LOG	CONSUMABLES - BUFFS	MISC
Items.CombatFood1	+ 100 DEVILDICK PEPPER CHIPS	CONSUMABLES - BUFFS	MISC
Items.CombatFood3	+ 100 DOLPHIN JERKY	CONSUMABLES - BUFFS	MISC
Items.StealthFood1	+ 100 EXOTIC FLORA AND FUNGI MYSTERY BAG	CONSUMABLES - BUFFS	MISC
Items.HealthBooster	+ 100 HEALTH BOOSTER	CONSUMABLES - BUFFS	MISC
Items.HealthFood3	+ 100 HEFTY CHEF FETTUCCINE ALFREDO XXL (DISCONTINUED)	CONSUMABLES - BUFFS	MISC
Items.CarFood1	+ 100 HOT RODDY'S ROAD-READY COFFEE (RECALLED)	CONSUMABLES - BUFFS	MISC
Items.Blackmarket_StaminaBooster	+ 100 JELLYTRICITY	CONSUMABLES - BUFFS	MISC
Items.HealthFood2	+ 100 MILITECH MRE (EXPIRED)	CONSUMABLES - BUFFS	MISC
Items.Blackmarket_CarryCapacityBooster	+ 100 OL' DONKEY	CONSUMABLES - BUFFS	MISC
Items.OxyBooster	+ 100 OXY BOOSTER	CONSUMABLES - BUFFS	MISC
Items.NetrunnerFood2	+ 100 PHISH & CHIPS	CONSUMABLES - BUFFS	MISC
Items.Blackmarket_MemoryBooster	+ 100 RAM NUGS	CONSUMABLES - BUFFS	MISC
Items.MemoryBooster	+ 100 RAM JOLT	CONSUMABLES - BUFFS	MISC
Items.StaminaBooster	+ 100 STAMINA BOOSTER	CONSUMABLES - BUFFS	MISC
Items.PerkPointsResetter	[ NOT WORKING ? ] TABULA E-RASA	SKILLBOOK RESET	MISC
Items.LowQualityFood11	CAT FOOD [ NIBBLES ]	MEMORABILIA	MISC
Items.mq001_action_figure	SCORPION ACTION FIGURE	MEMORABILIA	MISC
Items.mq003_painting	UNTITLED 18 - BRANCESI	MEMORABILIA	MISC
Items.mq014_monks_altar	ALTAR	MEMORABILIA	MISC
Items.mq033_dreamcatcher	MISTY'S DREAMCATCHER	MEMORABILIA	MISC
Items.q005_iguana_egg	IGUANA EGG	MEMORABILIA	MISC
Items.mws_wat_08_trauma_team_av_toy_item	MINI TRAUMA TEAM AV	MEMORABILIA	MISC
Items.Q302_Chimera_Core	ACTIVE CHIMERA CORE	MEMORABILIA	MISC
Items.Q302_Chimera_Core_Empty	INACTIVE CHIMERA CORE	MEMORABILIA	MISC
Items.Q306_moon_pin	METAL PIN	MEMORABILIA	MISC
Items.KerryAlcohol1	CENTZON TOTOCHTIN INDIGO	ALCOHOL	MISC
Items.TopQualityAlcohol10	THE DAVID MARTINEZ	ALCOHOL	MISC
Items.TopQualityAlcohol8	JOHNNY SILVERHAND	ALCOHOL	MISC
Items.TopQualityAlcohol9	JACKIE WELLES	ALCOHOL	MISC
Items.GoodQualityAlcohol1	DONAGHY'S	ALCOHOL	MISC
Items.GoodQualityAlcohol2	CENTZON TOTOCHTIN	ALCOHOL	MISC
Items.GoodQualityAlcohol3	RANDVER	ALCOHOL	MISC
Items.GoodQualityAlcohol4	AB-SYNTH	ALCOHOL	MISC
Items.GoodQualityAlcohol5	CHAMPARADISE	ALCOHOL	MISC
Items.GoodQualityAlcohol6	LA PERLE DES ALPES	ALCOHOL	MISC
Items.LowQualityAlcohol1	ABYDOS CLASSIC	ALCOHOL	MISC
Items.LowQualityAlcohol2	ABYDOS KING SIZE	ALCOHOL	MISC
Items.LowQualityAlcohol3	BROSEPH ALE	ALCOHOL	MISC
Items.LowQualityAlcohol4	BROSEPH LAGER	ALCOHOL	MISC
Items.LowQualityAlcohol5	21ST STOUT	ALCOHOL	MISC
Items.LowQualityAlcohol6	BUMELANT	ALCOHOL	MISC
Items.LowQualityAlcohol7	CHIRRISCO	ALCOHOL	MISC
Items.LowQualityAlcohol8	PITORRO	ALCOHOL	MISC
Items.LowQualityAlcohol9	TEQUILA ESPECIAL	ALCOHOL	MISC
Items.MediumQualityAlcohol1	PINGO PALIDO	ALCOHOL	MISC
Items.MediumQualityAlcohol2	O'DICKIN WHISKEY	ALCOHOL	MISC
Items.MediumQualityAlcohol3	BOLSHEVIK VODKA	ALCOHOL	MISC
Items.MediumQualityAlcohol4	CONINE	ALCOHOL	MISC
Items.MediumQualityAlcohol5	JOE TIEL'S OKIE HOOCH	ALCOHOL	MISC
Items.MediumQualityAlcohol6	PAPA GARCIN	ALCOHOL	MISC
Items.MediumQualityAlcohol7	BLUE GRASS	ALCOHOL	MISC
Items.NomadsAlcohol1	MOONSHINE	ALCOHOL	MISC
Items.NomadsAlcohol2	TRAILERBREEW BEER	ALCOHOL	MISC
Items.TopQualityAlcohol1	CALAVERA FELIZ	ALCOHOL	MISC
Items.TopQualityAlcohol2	CHATEAU DELEN 2012	ALCOHOL	MISC
Items.TopQualityAlcohol3	ARMAGNAC MASSY	ALCOHOL	MISC
Items.TopQualityAlcohol4	SAKE UTAGAWA	ALCOHOL	MISC
Items.TopQualityAlcohol5	BAALBEK ARAK	ALCOHOL	MISC
Items.TopQualityAlcohol6	ROMVLVS GIN	ALCOHOL	MISC
Items.TopQualityAlcohol7	PAUL NIGHT	ALCOHOL	MISC
Items.JudyDrink1	CHROMANTICORE ULTRAVIOLET	DRINK	MISC
Items.RiverDrink1	KOPI KADAL COFFEE	DRINK	MISC
Items.sq026_judy_coffee	CUP OF COFFEE	DRINK	MISC
Items.GoodQualityDrink1	SAIN RUISSEAU	DRINK	MISC
Items.GoodQualityDrink10	WATER	DRINK	MISC
Items.GoodQualityDrink11	TOMATO JUICE	DRINK	MISC
Items.GoodQualityDrink2	CHROMANTICORE LIME	DRINK	MISC
Items.GoodQualityDrink3	VITAMINE	DRINK	MISC
Items.GoodQualityDrink4	CHROMANTICORE CARNIVAL	DRINK	MISC
Items.GoodQualityDrink5	TE MATCHA	DRINK	MISC
Items.GoodQualityDrink6	TE SENCHA	DRINK	MISC
Items.GoodQualityDrink7	TE OOLONG	DRINK	MISC
Items.GoodQualityDrink8	VATNOJOKULL	DRINK	MISC
Items.GoodQualityDrink9	VATNOJOKULL	DRINK	MISC
Items.LowQualityDrink1	MATAPANG COFFEE	DRINK	MISC
Items.LowQualityDrink10	NICOLA	DRINK	MISC
Items.LowQualityDrink11	COFFEE	DRINK	MISC
Items.LowQualityDrink12	COFFEE SYNMILK	DRINK	MISC
Items.LowQualityDrink13	LATTE	DRINK	MISC
Items.LowQualityDrink2	MATAPANG DECA	DRINK	MISC
Items.LowQualityDrink3	DAIRING DAIRY	DRINK	MISC
Items.LowQualityDrink4	SPUNKY MONKEY	DRINK	MISC
Items.LowQualityDrink5	SPUNKY MONKEY MINT	DRINK	MISC
Items.LowQualityDrink6	CIRRUS COLA 1	DRINK	MISC
Items.LowQualityDrink7	CIRRUS COLA 2	DRINK	MISC
Items.LowQualityDrink8	CIRRUS COLA 3	DRINK	MISC
Items.LowQualityDrink9	NICOLA BLUE	DRINK	MISC
Items.MediumQualityDrink1	NICOLA FIRE	DRINK	MISC
Items.MediumQualityDrink10	SOULHIKER	DRINK	MISC
Items.MediumQualityDrink11	OOLONG TEA	DRINK	MISC
Items.MediumQualityDrink12	TIANCHA 1	DRINK	MISC
Items.MediumQualityDrink13	TIANCHA 2	DRINK	MISC
Items.MediumQualityDrink14	SOOP	DRINK	MISC
Items.MediumQualityDrink2	NICOLA SAKURA	DRINK	MISC
Items.MediumQualityDrink3	REAL WATER 1	DRINK	MISC
Items.MediumQualityDrink4	REAL WATER 2	DRINK	MISC
Items.MediumQualityDrink5	NARANJITA CLASSIC	DRINK	MISC
Items.MediumQualityDrink6	NARANJITA ZERO	DRINK	MISC
Items.MediumQualityDrink7	CHROMANTICORE	DRINK	MISC
Items.MediumQualityDrink8	TIANCHA KUMQUAT	DRINK	MISC
Items.MediumQualityDrink9	TIANCHA POMELO	DRINK	MISC
Items.NomadsDrink1	FILTERED RAINWATER	DRINK	MISC
Items.NomadsDrink2	CACTUS JUICE	DRINK	MISC
Items.HawtDawgCheese	CHEESE HAWTDAWG	FOOD	MISC
Items.HawtDawgChilli	CHILLI HAWTDAWG	FOOD	MISC
Items.HawtDawgClassic	HAWT DAWG	FOOD	MISC
Items.HawtDawgKabanos	PREMIUM HAWTDAWG	FOOD	MISC
Items.JudyFood1	HAM AND MUSHROOM PIZZA	FOOD	MISC
Items.PanamFood1	GALICIAN PIEROGI	FOOD	MISC
Items.RiverFood1	SWEETS FOR SWEETIE CUPCAKE	FOOD	MISC
Items.sq026_judy_sandwich	HAM AND CHEESE SANDWICH	FOOD	MISC
Items.GoodQualityFood1	REALFRUIT	FOOD	MISC
Items.GoodQualityFood10	LOCUST PEPPERONI PIZZA	FOOD	MISC
Items.GoodQualityFood11	ARTICHOKE AVACADO PIZZA	FOOD	MISC
Items.GoodQualityFood12	TOFU'D TUNA PINEAPPLE PIZZA	FOOD	MISC
Items.GoodQualityFood13	LOADED TAMALE	FOOD	MISC
Items.GoodQualityFood2	TAJINE	FOOD	MISC
Items.GoodQualityFood3	DARK CHOCOLATE	FOOD	MISC
Items.GoodQualityFood4	MILK CHOCOLATE	FOOD	MISC
Items.GoodQualityFood5	NORIMAKI	FOOD	MISC
Items.GoodQualityFood6	NIGIRI	FOOD	MISC
Items.GoodQualityFood7	PIERRE'S CROISSANTS	FOOD	MISC
Items.GoodQualityFood8	GOT ESCARGOT	FOOD	MISC
Items.GoodQualityFood9	GOJILLA	FOOD	MISC
Items.LowQualityFood1	EEZYBEEF	FOOD	MISC
Items.LowQualityFood10	WONTONS	FOOD	MISC
Items.LowQualityFood12	HOLOBITES GRAPE	FOOD	MISC
Items.LowQualityFood13	HOLOBITES MINT	FOOD	MISC
Items.LowQualityFood14	HOLOBITES PEACH	FOOD	MISC
Items.LowQualityFood15	ORGIATIC SALSA AGAVE	FOOD	MISC
Items.LowQualityFood16	ORGIATIC VINEGAR CHILI	FOOD	MISC
Items.LowQualityFood17	MOONCHIES ANDROMEDA	FOOD	MISC
Items.LowQualityFood18	MOONCHIES PULSAR	FOOD	MISC
Items.LowQualityFood19	MOONCHIES SOUR PLANET	FOOD	MISC
Items.LowQualityFood20	LEELOU BEANS LAGOON	FOOD	MISC
Items.LowQualityFood21	LEELOU BEANS MEYER LEMON	FOOD	MISC
Items.LowQualityFood22	LEELOU BEANS PLANTAIN	FOOD	MISC
Items.LowQualityFood23	LEELOU BEANS TROPICAL	FOOD	MISC
Items.LowQualityFood24	SOJASIL ERUPTION	FOOD	MISC
Items.LowQualityFood25	SOJASIL MOLOTOV COCKTAIL	FOOD	MISC
Items.LowQualityFood26	SOJASIL NITROGLYCERIN	FOOD	MISC
Items.LowQualityFood27	SOJASIL RADIOACTIVE	FOOD	MISC
Items.LowQualityFood28	SOJASIL SECOND IMPACT	FOOD	MISC
Items.LowQualityFood3	HAWT DAWG	FOOD	MISC
Items.LowQualityFood5	MOONCHIES	FOOD	MISC
Items.LowQualityFood6	MR. WHITEY	FOOD	MISC
Items.LowQualityFood7	ORGIATIC OMNIFLAVE	FOOD	MISC
Items.LowQualityFood8	POP-TURD	FOOD	MISC
Items.LowQualityFood9	SOJASIL DYNAMITE	FOOD	MISC
Items.MediumQualityFood1	SYNTHSNACK	FOOD	MISC
Items.MediumQualityFood10	JAMBALAYA	FOOD	MISC
Items.MediumQualityFood11	MR. WHITEY MINT	FOOD	MISC
Items.MediumQualityFood12	BURRITO XXL 1	FOOD	MISC
Items.MediumQualityFood13	BURRITO XXL 2	FOOD	MISC
Items.MediumQualityFood14	MR. WHITEY CRYSTAL	FOOD	MISC
Items.MediumQualityFood15	MR. WHITEY SPICED	FOOD	MISC
Items.MediumQualityFood16	TACO	FOOD	MISC
Items.MediumQualityFood17	SHWABSHWAB GRAPE	FOOD	MISC
Items.MediumQualityFood18	SHWABSHWAB KETCHUP	FOOD	MISC
Items.MediumQualityFood19	SHWABSHWAB BLUE	FOOD	MISC
Items.MediumQualityFood2	RAMMMMEN	FOOD	MISC
Items.MediumQualityFood20	SLAUGHTERHOUSE VEGGIE	FOOD	MISC
Items.MediumQualityFood3	SLAUGHTERHOUSE JERKY	FOOD	MISC
Items.MediumQualityFood4	BURRITO XXL	FOOD	MISC
Items.MediumQualityFood5	ALL FOODS MEAT DELIGHT	FOOD	MISC
Items.MediumQualityFood6	ALL FOODS VEGGIE DELIGHT	FOOD	MISC
Items.MediumQualityFood7	SLAUGHTERHOUSE PRIME	FOOD	MISC
Items.MediumQualityFood8	YIKES TOFU	FOOD	MISC
Items.MediumQualityFood9	AVE SAITAN	FOOD	MISC
Items.NomadsFood1	SOY PASTE	FOOD	MISC
Items.NomadsFood2	DRIED MEAT	FOOD	MISC
Items.Foundingfathers_Bonetweaker	Bonetweaker	JUNK | MISC	MISC
Items.Foundingfathers_DanceOfBrain	Dance of Brain of Lech Kiebasiewicz	JUNK | MISC	MISC
Items.Foundingfathers_FarmersMate	Farmer's Mate	JUNK | MISC	MISC
Items.Foundingfathers_Rent	Rent	JUNK | MISC	MISC
Items.Foundingfathers_Retrotrunk	Retrotrunk	JUNK | MISC	MISC
Items.Foundingfathers_TheSnitcher	The Snitcher	JUNK | MISC	MISC
Items.AnimalsJewellery	BOTTLE CAP	JUNK | MISC	MISC
Items.AnimalsJewellery1	SYN-FANG NECKLACE	JUNK | MISC	MISC
Items.AnimalsJewellery2	LEATHER BRACELETE	JUNK | MISC	MISC
Items.AnimalsJewellery3	STUDDED CHOCKER	JUNK | MISC	MISC
Items.AnimalsJunkItem1	BROKEN METAL FANGS	JUNK | MISC	MISC
Items.AnimalsJunkItem2	GRAPPLING GLOVES	JUNK | MISC	MISC
Items.AnimalsJunkItem3	JAGUAR PATCH	JUNK | MISC	MISC
Items.CasinoJunkItem1	DICE	JUNK | MISC	MISC
Items.CasinoJunkItem2	JOKER	JUNK | MISC	MISC
Items.CasinoJunkItem3	CARDS	JUNK | MISC	MISC
Items.CasinoPoorJunkItem1	DAMAGE POKER CHIP	JUNK | MISC	MISC
Items.CasinoPoorJunkItem2	DRINK UMBRELLA	JUNK | MISC	MISC
Items.CasinoPoorJunkItem3	ASHTRAY	JUNK | MISC	MISC
Items.CasinoRichJunkItem1	CUFFLINKS	JUNK | MISC	MISC
Items.CasinoRichJunkItem2	NCU SIGNET RING	JUNK | MISC	MISC
Items.CasinoRichJunkItem3	CIGAR	JUNK | MISC	MISC
Items.CyberdeckSplinter	CYBERDECK SHARD	JUNK | MISC	MISC
Items.GenericCorporationJunkItem1	STRESS BALL	JUNK | MISC	MISC
Items.GenericCorporationJunkItem2	STAPLER	JUNK | MISC	MISC
Items.GenericCorporationJunkItem3	HYGIENE BAG	JUNK | MISC	MISC
Items.GenericCorporationJunkItem4	NDA	JUNK | MISC	MISC
Items.GenericCorporationJunkItem5	DRIP COFFEE MAKER	JUNK | MISC	MISC
Items.GenericGangJunkItem1	GOLDEN CHAIN	JUNK | MISC	MISC
Items.GenericGangJunkItem2	TATOO NEEDLE	JUNK | MISC	MISC
Items.GenericGangJunkItem3	LIGHTER	JUNK | MISC	MISC
Items.GenericGangJunkItem4	COUNTERFIT DOCUMENTS	JUNK | MISC	MISC
Items.GenericGangJunkItem5	BLOODY KNIFE	JUNK | MISC	MISC
Items.GenericJunkItem1	VINYL RECORD 1	JUNK | MISC	MISC
Items.GenericJunkItem10	ROSARY	JUNK | MISC	MISC
Items.GenericJunkItem11	VOODOO ROSARY	JUNK | MISC	MISC
Items.GenericJunkItem12	SPRAY PAINT 1	JUNK | MISC	MISC
Items.GenericJunkItem13	SPRAY PAINT 2	JUNK | MISC	MISC
Items.GenericJunkItem14	LOTTERY SCRATCHCARD	JUNK | MISC	MISC
Items.GenericJunkItem15	HAIR WAX	JUNK | MISC	MISC
Items.GenericJunkItem16	PERFUME 1	JUNK | MISC	MISC
Items.GenericJunkItem17	PERFUME 2	JUNK | MISC	MISC
Items.GenericJunkItem18	MEDICAL FORCEPS	JUNK | MISC	MISC
Items.GenericJunkItem19	SURGICAL SCISSORS	JUNK | MISC	MISC
Items.GenericJunkItem2	VINYL RECORD 2	JUNK | MISC	MISC
Items.GenericJunkItem20	PACK OF CARDS 1	JUNK | MISC	MISC
Items.GenericJunkItem21	PACK OF CARDS 2	JUNK | MISC	MISC
Items.GenericJunkItem22	PIPE	JUNK | MISC	MISC
Items.GenericJunkItem23	PACK OF CIGARETTES 1	JUNK | MISC	MISC
Items.GenericJunkItem24	PACK OF CIGARETTES 2	JUNK | MISC	MISC
Items.GenericJunkItem25	CUBE	JUNK | MISC	MISC
Items.GenericJunkItem26	CANDLES	JUNK | MISC	MISC
Items.GenericJunkItem27	INCENSE	JUNK | MISC	MISC
Items.GenericJunkItem28	CONDOMS	JUNK | MISC	MISC
Items.GenericJunkItem29	BUBBLE GUM 1	JUNK | MISC	MISC
Items.GenericJunkItem3	VINYL RECORD	JUNK | MISC	MISC
Items.GenericJunkItem30	BUBBLE GUM 2	JUNK | MISC	MISC
Items.GenericJunkItem4	MEDICAL GAUZE	JUNK | MISC	MISC
Items.GenericJunkItem5	GUITAR PICK	JUNK | MISC	MISC
Items.GenericJunkItem6	RITUAL BOWL	JUNK | MISC	MISC
Items.GenericJunkItem7	FLARE	JUNK | MISC	MISC
Items.GenericJunkItem8	HAND FAN 1	JUNK | MISC	MISC
Items.GenericJunkItem9	HAND FAN 2	JUNK | MISC	MISC
Items.GenericPoorJunkItem1	DISINFECTANT	JUNK | MISC	MISC
Items.GenericPoorJunkItem2	OLD CAN	JUNK | MISC	MISC
Items.GenericPoorJunkItem3	GLOW STICK	JUNK | MISC	MISC
Items.GenericPoorJunkItem4	DAMAGED CLOTHES	JUNK | MISC	MISC
Items.GenericPoorJunkItem5	SPRAY PAINT	JUNK | MISC	MISC
Items.GenericRichJunkItem1	CHAMPAGNE BUCKET	JUNK | MISC	MISC
Items.GenericRichJunkItem2	ABSTRACT PAINTING	JUNK | MISC	MISC
Items.GenericRichJunkItem3	CASHMERE WOOL	JUNK | MISC	MISC
Items.GenericRichJunkItem4	CHEESE KNIVES	JUNK | MISC	MISC
Items.GenericRichJunkItem5	CRYSTAL DECANTER	JUNK | MISC	MISC
Items.MaelstromJunkItem1	SUBDERMAL LED DIODES	JUNK | MISC	MISC
Items.MaelstromJunkItem2	SOLDERING IRON	JUNK | MISC	MISC
Items.MaelstromJunkItem3	BROKEN EYE IMPLANT	JUNK | MISC	MISC
Items.MilitechJunkItem1	THIGHT HOLSTER	JUNK | MISC	MISC
Items.MilitechJunkItem2	MILITARY POCKET KNIFE	JUNK | MISC	MISC
Items.MilitechJunkItem3	DIGITAL COMPASS	JUNK | MISC	MISC
Items.MoxiesJunkItem1	FLUORESCENT LIPSTICK	JUNK | MISC	MISC
Items.MoxiesJunkItem2	TORN FISHNETS	JUNK | MISC	MISC
Items.MoxiesJunkItem3	CONDOM	JUNK | MISC	MISC
Items.NomadsJunkItem1	BRAKE FLUID	JUNK | MISC	MISC
Items.NomadsJunkItem2	NUSA MAP	JUNK | MISC	MISC
Items.NomadsJunkItem3	MESS KIT	JUNK | MISC	MISC
Items.ScavengersJunkItem1	DULL SCALPEL	JUNK | MISC	MISC
Items.ScavengersJunkItem2	HANDCUFFS	JUNK | MISC	MISC
Items.ScavengersJunkItem3	USED AIRHYPO	JUNK | MISC	MISC
Items.SexToyJunkItem1	GAG	JUNK | MISC	MISC
Items.SexToyJunkItem2	STUDDED DIDLO	JUNK | MISC	MISC
Items.SexToyJunkItem3	PILOMANCER 3000	JUNK | MISC	MISC
Items.SexToyJunkItem4	TRANS-ANAL EXXXPRESS	JUNK | MISC	MISC
Items.SexToyJunkItem5	PROTECTOR	JUNK | MISC	MISC
Items.SexToyJunkItem6	LUV COMPARTMENT	JUNK | MISC	MISC
Items.SixthStreetJunkItem1	NUSA PIN	JUNK | MISC	MISC
Items.SixthStreetJunkItem2	SHORTWAVE TRANSMITTER	JUNK | MISC	MISC
Items.SixthStreetJunkItem3	MILITARY CANTEEN	JUNK | MISC	MISC
Items.SouvenirJunkItem1	POSTCARD FROM NIGHT CITY	JUNK | MISC	MISC
Items.SouvenirJunkItem2	SOUVENIR MAGNET	JUNK | MISC	MISC
Items.SouvenirJunkItem3	SHELL CASING KEYCHAIN	JUNK | MISC	MISC
Items.SouvenirJunkItem4	SOUVENIR LICENSE PLATE	JUNK | MISC	MISC
Items.TygerClawsJunkItem1	OMAMORI	JUNK | MISC	MISC
Items.TygerClawsJunkItem2	CHOPSTICKS	JUNK | MISC	MISC
Items.TygerClawsJunkItem3	HANAFUDA CARDS	JUNK | MISC	MISC
Items.ValentinosJunkItem1	HAIR GEL	JUNK | MISC	MISC
Items.ValentinosJunkItem2	CALAVERA	JUNK | MISC	MISC
Items.ValentinosJunkItem3	DECORATIVE SPOON	JUNK | MISC	MISC
Items.VoodooBoysJunkItem1	SHARD WITH LOA SYMBOLS	JUNK | MISC	MISC
Items.VoodooBoysJunkItem2	LUMINESHENT CHALCK	JUNK | MISC	MISC
Items.VoodooBoysJunkItem3	CANDLE	JUNK | MISC	MISC
Items.WraithsJunkItem1	TIRE IRON	JUNK | MISC	MISC
Items.WraithsJunkItem2	BLOODY BANDAGE	JUNK | MISC	MISC
Items.WraithsJunkItem3	TURQUOISE HAIR DYE	JUNK | MISC	MISC
Items.acoustic_guitar_a	GUITAR?	JUNK | MISC	MISC
Items.apparel_lighter_a	LIGHTER	JUNK | MISC	MISC
Items.ashtray	ASHTRAY	JUNK | MISC	MISC
Items.Endotrisine	ENDOSTRINE	JUNK | MISC	MISC
Items.HighQualityJewellery1	SILVER WATCH	JUNK | MISC	MISC
Items.HighQualityJewellery2	RAVEN SKULL PENDANT	JUNK | MISC	MISC
Items.HighQualityJewellery3	WOODEN BEADS	JUNK | MISC	MISC
Items.HighQualityJewellery4	SHELL RING	JUNK | MISC	MISC
Items.HighQualityJewellery5	TITANIUM RING	JUNK | MISC	MISC
Items.LowQualityJewellery	BOTTLECAP ON A STRING	JUNK | MISC	MISC
Items.LowQualityJewellery1	BULLET PENDANT	JUNK | MISC	MISC
Items.LowQualityJewellery2	CABLE NECKLACE	JUNK | MISC	MISC
Items.LowQualityJewellery3	PLASTIC BEADS	JUNK | MISC	MISC
Items.LowQualityJewellery4	NUT RING	JUNK | MISC	MISC
Items.LowQualityJewellery5	PCB EARRINGS	JUNK | MISC	MISC
Items.MediumQualityJewellery	BOTTLECAP ON A STRING	JUNK | MISC	MISC
Items.MediumQualityJewellery1	DOG TAG	JUNK | MISC	MISC
Items.MediumQualityJewellery2	BRASS EARRINGS	JUNK | MISC	MISC
Items.MediumQualityJewellery3	LED BRACELETS	JUNK | MISC	MISC
Items.MediumQualityJewellery4	VELVET O-RING CHOKER	JUNK | MISC	MISC
Items.MediumQualityJewellery5	HAIRPIN WITH BOW	JUNK | MISC	MISC
